68
10
337504
337504
0 1 1 1 27 27 3 (D 1,2,2) (S 1,1,2) (D 2,1,1)
0 1 2 2 4 27 4 (D 1,3,3) (S 2,1,3) (S 10,3,5) (D 5,1,1)
0 1 3 4 6 26 6 (D 1,5,5) (S 4,1,5) (S 30,5,10) (D 10,1,1)
0 1 4 4 3 27 6 (D 1,7,7) (S 6,1,7) (D 9,1,1)
0 1 5 2 3 27 4 (D 1,4,4) (S 3,1,4) (D 10,1,1)
0 1 6 5 5 27 7 (D 1,6,6) (S 5,1,6) (D 10,1,1)
0 1 7 6 7 27 8 (D 1,4,4) (S 3,1,4) (D 9,1,1)
0 1 8 4 7 27 6 (D 1,6,6) (S 5,1,6) (D 2,1,1)
0 1 9 3 3 26 5 (D 1,8,8) (S 7,1,8) (D 11,1,1)
0 1 10 3 3 25 5 (D 1,8,8) (S 7,1,8) (D 11,1,1)
